employee_id,full_name,department,salary,performance_score,hire_year
2200,Employee_2200,Finance,136974.0,Outstanding,2021
2201,Employee_2201,Finance,81399.0,Exceeds Expectations,2018
2202,Employee_2202,Engineering,,Needs Improvement,2020
2203,Employee_2203,Operations,136244.0,Needs Improvement,2025
2204,Employee_2204,Finance,131534.0,Needs Improvement,2025
2205,Employee_2205,Sales,110106.0,Needs Improvement,2020
2206,Employee_2206,Marketing,85678.0,Needs Improvement,2021
2207,Employee_2207,Finance,131218.0,Outstanding,2023
2208,Employee_2208,HR,118230.0,Outstanding,2024
2209,Employee_2209,HR,129055.0,Exceeds Expectations,2025
2210,Employee_2210,HR,111373.0,Meets Expectations,2024
2211,Employee_2211,Sales,86480.0,Meets Expectations,2020
2212,Employee_2212,HR,140230.0,Outstanding,2024
2213,Employee_2213,Operations,123836.0,Outstanding,2022
2214,Employee_2214,HR,127258.0,Needs Improvement,2021
2215,Employee_2215,Marketing,94986.0,Outstanding,2018
2216,Employee_2216,HR,79160.0,Exceeds Expectations,2021
2217,Employee_2217,Product,140595.0,Meets Expectations,2019
2218,Employee_2218,Engineering,134111.0,Exceeds Expectations,2023
2219,Employee_2219,Engineering,119929.0,Exceeds Expectations,2023
2220,Employee_2220,HR,128506.0,Exceeds Expectations,2021
2221,Employee_2221,HR,89911.0,Needs Improvement,2020
2222,Employee_2222,HR,142127.0,Needs Improvement,2020
2223,Employee_2223,HR,86821.0,Outstanding,2022
2224,Employee_2224,Marketing,130039.0,Exceeds Expectations,2022
2225,Employee_2225,HR,115535.0,Needs Improvement,2023
2226,Employee_2226,HR,139458.0,Exceeds Expectations,2022
2227,Employee_2227,Finance,67175.0,Outstanding,2025
2228,Employee_2228,Marketing,109771.0,Exceeds Expectations,2025
2229,Employee_2229,Marketing,141925.0,Meets Expectations,2018
2230,Employee_2230,Engineering,121358.0,Outstanding,2022
2231,Employee_2231,Finance,72327.0,Outstanding,2018
2232,Employee_2232,Marketing,102057.0,Outstanding,2022
2233,Employee_2233,Product,61150.0,Meets Expectations,2023
2234,Employee_2234,HR,59425.0,Needs Improvement,2023
2235,Employee_2235,Operations,71032.0,Needs Improvement,2018
2236,Employee_2236,Finance,57198.0,Needs Improvement,2021
2237,Employee_2237,Engineering,115500.0,Exceeds Expectations,2023
2238,Employee_2238,Engineering,,Meets Expectations,2021
2239,Employee_2239,Operations,75079.0,Outstanding,2020
2240,Employee_2240,HR,91220.0,Outstanding,2025
2241,Employee_2241,Operations,96874.0,Exceeds Expectations,2018
2242,Employee_2242,Finance,68859.0,Meets Expectations,2024
2243,Employee_2243,Finance,105460.0,Exceeds Expectations,2023
2244,Employee_2244,Engineering,86419.0,Exceeds Expectations,2019
2245,Employee_2245,Finance,63705.0,Meets Expectations,2020
2246,Employee_2246,Sales,97880.0,Exceeds Expectations,2021
2247,Employee_2247,Finance,78236.0,Needs Improvement,2023
2248,Employee_2248,Marketing,142955.0,Outstanding,2018
2249,Employee_2249,Marketing,140514.0,Exceeds Expectations,2024
2250,Employee_2250,Operations,70358.0,Meets Expectations,2022
2251,Employee_2251,Marketing,131918.0,Outstanding,2024
2252,Employee_2252,Operations,,Exceeds Expectations,2019
2253,Employee_2253,HR,88572.0,Exceeds Expectations,2021
2254,Employee_2254,Sales,133757.0,Meets Expectations,2020
2255,Employee_2255,Finance,56279.0,Exceeds Expectations,2024
2256,Employee_2256,Finance,118197.0,Meets Expectations,2018
2257,Employee_2257,Marketing,117516.0,Needs Improvement,2019
2258,Employee_2258,Sales,62083.0,,2018
2259,Employee_2259,Operations,72771.0,Outstanding,2023
2260,Employee_2260,HR,84975.0,Exceeds Expectations,2022
2261,Employee_2261,Engineering,100648.0,,2020
2262,Employee_2262,Marketing,,Outstanding,2018
2263,Employee_2263,Operations,74063.0,Exceeds Expectations,2021
2264,Employee_2264,Product,122642.0,Meets Expectations,2023
2265,Employee_2265,Sales,141143.0,Outstanding,2023
2266,Employee_2266,Finance,92599.0,Outstanding,2020
2267,Employee_2267,Product,106920.0,Meets Expectations,2023
2268,Employee_2268,Sales,83529.0,Outstanding,2021
2269,Employee_2269,Engineering,90954.0,Meets Expectations,2018
2270,Employee_2270,Sales,82856.0,Outstanding,2020
2271,Employee_2271,Engineering,57573.0,Exceeds Expectations,2025
2272,Employee_2272,Marketing,133344.0,Meets Expectations,2023
2273,Employee_2273,Sales,90367.0,Exceeds Expectations,2023
2274,Employee_2274,HR,115774.0,Meets Expectations,2021
2275,Employee_2275,Finance,78752.0,Exceeds Expectations,2022
2276,Employee_2276,Engineering,110029.0,Exceeds Expectations,2022
2277,Employee_2277,Sales,72685.0,Outstanding,2024
2278,Employee_2278,Finance,106693.0,Outstanding,2023
2279,Employee_2279,Product,,Outstanding,2025
2280,Employee_2280,Product,131908.0,Meets Expectations,2018
2281,Employee_2281,HR,129532.0,Outstanding,2020
2282,Employee_2282,Operations,136994.0,Needs Improvement,2023
2283,Employee_2283,Operations,111133.0,Needs Improvement,2019
2284,Employee_2284,Marketing,116268.0,Needs Improvement,2020
2285,Employee_2285,Operations,93243.0,Meets Expectations,2024
2286,Employee_2286,Product,112384.0,Outstanding,2022
2287,Employee_2287,Product,86653.0,Needs Improvement,2025
2288,Employee_2288,Finance,81657.0,Needs Improvement,2023
2289,Employee_2289,Operations,94952.0,Outstanding,2021
2290,Employee_2290,HR,77180.0,Needs Improvement,2019
2291,Employee_2291,Sales,133411.0,Outstanding,2023
2292,Employee_2292,Marketing,56622.0,Exceeds Expectations,2025
2293,Employee_2293,HR,103756.0,Needs Improvement,2024
2294,Employee_2294,Product,95809.0,Exceeds Expectations,2018
2295,Employee_2295,Sales,71725.0,Outstanding,2019
2296,Employee_2296,Engineering,116396.0,Needs Improvement,2024
2297,Employee_2297,Finance,106226.0,Outstanding,2023
2298,Employee_2298,Product,136182.0,Needs Improvement,2018
2299,Employee_2299,Product,137565.0,Meets Expectations,2019
2300,Employee_2300,Finance,84402.0,Outstanding,2018
2301,Employee_2301,Product,59263.0,Needs Improvement,2018
2302,Employee_2302,Engineering,101828.0,Meets Expectations,2019
2303,Employee_2303,Sales,102924.0,Meets Expectations,2019
2304,Employee_2304,Engineering,129182.0,Outstanding,2018
2305,Employee_2305,Engineering,114052.0,Needs Improvement,2024
2306,Employee_2306,Finance,66664.0,Exceeds Expectations,2025
2307,Employee_2307,Sales,90737.0,Needs Improvement,2022
2308,Employee_2308,Finance,144563.0,Needs Improvement,2019
2309,Employee_2309,Finance,84373.0,Needs Improvement,2023
2310,Employee_2310,Sales,91397.0,Exceeds Expectations,2020
2311,Employee_2311,Sales,141145.0,Exceeds Expectations,2021
2312,Employee_2312,HR,93709.0,Meets Expectations,2018
2313,Employee_2313,Engineering,116120.0,Exceeds Expectations,2018
2314,Employee_2314,Engineering,74250.0,Outstanding,2021
2315,Employee_2315,Marketing,76172.0,Exceeds Expectations,2022
2316,Employee_2316,Finance,66555.0,Meets Expectations,2021
2317,Employee_2317,Engineering,142410.0,Needs Improvement,2019
2318,Employee_2318,HR,133617.0,Meets Expectations,2021
2319,Employee_2319,Marketing,108276.0,Outstanding,2018
2320,Employee_2320,Engineering,112492.0,Needs Improvement,2021
2321,Employee_2321,Marketing,108002.0,Outstanding,2020
2322,Employee_2322,Sales,144599.0,Needs Improvement,2023
2323,Employee_2323,Finance,127355.0,Meets Expectations,2019
2324,Employee_2324,Finance,79762.0,Meets Expectations,2021
2325,Employee_2325,Finance,66046.0,Exceeds Expectations,2018
2326,Employee_2326,Sales,83769.0,Meets Expectations,2024
2327,Employee_2327,Engineering,108302.0,Outstanding,2023
2328,Employee_2328,Product,78150.0,Outstanding,2019
2329,Employee_2329,Finance,123247.0,Needs Improvement,2018
2330,Employee_2330,Engineering,59853.0,Outstanding,2022
2331,Employee_2331,HR,144399.0,Meets Expectations,2020
2332,Employee_2332,Finance,76792.0,Needs Improvement,2025
2333,Employee_2333,Finance,114129.0,Exceeds Expectations,2022
2334,Employee_2334,Product,129478.0,,2025
2335,Employee_2335,Product,122298.0,Needs Improvement,2020
2336,Employee_2336,Marketing,86987.0,Needs Improvement,2021
2337,Employee_2337,Sales,70850.0,Needs Improvement,2019
2338,Employee_2338,HR,67112.0,Needs Improvement,2021
2339,Employee_2339,Engineering,79058.0,Needs Improvement,2020
2340,Employee_2340,Operations,100420.0,Needs Improvement,2020
2341,Employee_2341,HR,93890.0,Outstanding,2020
2342,Employee_2342,Marketing,121017.0,Exceeds Expectations,2025
2343,Employee_2343,Product,102304.0,Outstanding,2023
2344,Employee_2344,Product,87921.0,Meets Expectations,2018
2345,Employee_2345,Sales,56524.0,Meets Expectations,2019
2346,Employee_2346,Engineering,70048.0,Needs Improvement,2021
2347,Employee_2347,Finance,90111.0,Exceeds Expectations,2021
2348,Employee_2348,Product,92904.0,Exceeds Expectations,2022
2349,Employee_2349,Operations,109912.0,Exceeds Expectations,2025
2350,Employee_2350,Engineering,89008.0,Exceeds Expectations,2020
2351,Employee_2351,Engineering,55060.0,Needs Improvement,2024
2352,Employee_2352,Product,129666.0,Exceeds Expectations,2020
2353,Employee_2353,HR,138559.0,Exceeds Expectations,2020
2354,Employee_2354,Sales,110337.0,Exceeds Expectations,2024
2355,Employee_2355,Operations,68350.0,Exceeds Expectations,2021
2356,Employee_2356,Finance,79354.0,Exceeds Expectations,2022
2357,Employee_2357,Engineering,100186.0,Exceeds Expectations,2018
2358,Employee_2358,Marketing,83145.0,Outstanding,2024
2359,Employee_2359,Product,89020.0,Outstanding,2025
2360,Employee_2360,Marketing,141123.0,Exceeds Expectations,2023
2361,Employee_2361,HR,130186.0,Exceeds Expectations,2019
2362,Employee_2362,Operations,140469.0,Exceeds Expectations,2025
2363,Employee_2363,Finance,75581.0,Needs Improvement,2024
2364,Employee_2364,Finance,143929.0,Meets Expectations,2018
2365,Employee_2365,Operations,78051.0,Outstanding,2021
2366,Employee_2366,Finance,106474.0,Needs Improvement,2023
2367,Employee_2367,Sales,124626.0,Needs Improvement,2023
2368,Employee_2368,HR,61960.0,Needs Improvement,2023
2369,Employee_2369,Marketing,90772.0,Exceeds Expectations,2020
2370,Employee_2370,Finance,76520.0,Meets Expectations,2019
2371,Employee_2371,Marketing,104481.0,Outstanding,2021
2372,Employee_2372,Engineering,,Needs Improvement,2021
2373,Employee_2373,Product,112134.0,Outstanding,2023
2374,Employee_2374,Finance,75491.0,Meets Expectations,2021
2375,Employee_2375,HR,56341.0,Outstanding,2019
2376,Employee_2376,Sales,99623.0,Exceeds Expectations,2019
2377,Employee_2377,Product,55338.0,,2022
2378,Employee_2378,Engineering,126431.0,Outstanding,2024
2379,Employee_2379,Engineering,67254.0,Meets Expectations,2024
2380,Employee_2380,HR,106860.0,Exceeds Expectations,2022
2381,Employee_2381,HR,66344.0,Outstanding,2018
2382,Employee_2382,Product,56750.0,Meets Expectations,2024
2383,Employee_2383,Operations,109756.0,Meets Expectations,2019
2384,Employee_2384,Product,122957.0,Needs Improvement,2019
2385,Employee_2385,Operations,113053.0,Needs Improvement,2024
2386,Employee_2386,Finance,125855.0,Outstanding,2019
2387,Employee_2387,Operations,70896.0,Meets Expectations,2022
2388,Employee_2388,HR,110761.0,Needs Improvement,2023
2389,Employee_2389,Marketing,117552.0,Needs Improvement,2023
2390,Employee_2390,Sales,132454.0,Meets Expectations,2021
2391,Employee_2391,Sales,82935.0,Needs Improvement,2025
2392,Employee_2392,Sales,92641.0,Meets Expectations,2025
2393,Employee_2393,Sales,84711.0,Outstanding,2023
2394,Employee_2394,Product,125342.0,Exceeds Expectations,2020
2395,Employee_2395,Engineering,67182.0,Meets Expectations,2022
2396,Employee_2396,Finance,142833.0,Meets Expectations,2019
2397,Employee_2397,HR,111276.0,Needs Improvement,2024
2398,Employee_2398,Marketing,74541.0,Meets Expectations,2023
2399,Employee_2399,Engineering,137310.0,Needs Improvement,2022
2400,Employee_2400,Product,99813.0,Exceeds Expectations,2023
2401,Employee_2401,Marketing,92198.0,Needs Improvement,2018
2402,Employee_2402,Sales,63820.0,Needs Improvement,2019
2403,Employee_2403,Sales,79070.0,Meets Expectations,2018
2404,Employee_2404,HR,124768.0,Outstanding,2019
2405,Employee_2405,Finance,66122.0,Meets Expectations,2022
2406,Employee_2406,Sales,135559.0,Needs Improvement,2021
2407,Employee_2407,Finance,128543.0,Exceeds Expectations,2023
2408,Employee_2408,Marketing,138441.0,Meets Expectations,2023
2409,Employee_2409,HR,96786.0,Outstanding,2020
2410,Employee_2410,Product,61737.0,Needs Improvement,2024
2411,Employee_2411,Engineering,,Needs Improvement,2018
2412,Employee_2412,Finance,109237.0,,2023
2413,Employee_2413,HR,106571.0,Meets Expectations,2022
2414,Employee_2414,Marketing,80510.0,Needs Improvement,2021
2415,Employee_2415,Marketing,74426.0,Needs Improvement,2024
2416,Employee_2416,HR,92265.0,Meets Expectations,2022
2417,Employee_2417,Sales,72850.0,Meets Expectations,2018
2418,Employee_2418,Operations,121150.0,Meets Expectations,2020
2419,Employee_2419,Product,142312.0,Exceeds Expectations,2023
2420,Employee_2420,Marketing,144613.0,Outstanding,2022
2421,Employee_2421,HR,129910.0,Needs Improvement,2024
2422,Employee_2422,HR,107375.0,Outstanding,2019
2423,Employee_2423,HR,90435.0,Outstanding,2021
2424,Employee_2424,Operations,112132.0,Exceeds Expectations,2024
2425,Employee_2425,Finance,133945.0,Outstanding,2022
2426,Employee_2426,Engineering,137050.0,Exceeds Expectations,2021
2427,Employee_2427,Product,57983.0,Outstanding,2023
2428,Employee_2428,Engineering,75662.0,Outstanding,2019
2429,Employee_2429,Engineering,78510.0,Exceeds Expectations,2020
2430,Employee_2430,Marketing,133187.0,Needs Improvement,2024
2431,Employee_2431,Product,95998.0,Exceeds Expectations,2020
2432,Employee_2432,Marketing,111846.0,Exceeds Expectations,2019
2433,Employee_2433,Engineering,61640.0,Meets Expectations,2021
2434,Employee_2434,Operations,99547.0,Outstanding,2023
2435,Employee_2435,Finance,109620.0,Exceeds Expectations,2022
2436,Employee_2436,Product,70317.0,Needs Improvement,2019
2437,Employee_2437,Finance,62564.0,Exceeds Expectations,2018
2438,Employee_2438,Operations,82345.0,Exceeds Expectations,2021
2439,Employee_2439,Product,134273.0,Meets Expectations,2020
2440,Employee_2440,Marketing,129859.0,Needs Improvement,2024
2441,Employee_2441,Engineering,135765.0,Needs Improvement,2019
2442,Employee_2442,Operations,129038.0,Meets Expectations,2020
2443,Employee_2443,Product,107393.0,Meets Expectations,2021
2444,Employee_2444,Sales,121081.0,Outstanding,2020
2445,Employee_2445,HR,84430.0,Outstanding,2019
2446,Employee_2446,Sales,130532.0,Exceeds Expectations,2021
2447,Employee_2447,HR,82788.0,Exceeds Expectations,2018
2448,Employee_2448,Finance,103543.0,Needs Improvement,2019
2449,Employee_2449,Marketing,68919.0,Exceeds Expectations,2022
2450,Employee_2450,Operations,124346.0,Meets Expectations,2025
2451,Employee_2451,Operations,94974.0,Needs Improvement,2023
2452,Employee_2452,Sales,71371.0,Outstanding,2019
2453,Employee_2453,Marketing,100084.0,Meets Expectations,2021
2454,Employee_2454,Finance,84629.0,Exceeds Expectations,2024
2455,Employee_2455,Product,106184.0,Outstanding,2023
2456,Employee_2456,Product,,Meets Expectations,2019
2457,Employee_2457,Sales,128972.0,Needs Improvement,2018
2458,Employee_2458,Product,117187.0,Outstanding,2024
2459,Employee_2459,HR,67984.0,Meets Expectations,2018
2460,Employee_2460,HR,88039.0,Outstanding,2022
2461,Employee_2461,Finance,140431.0,,2024
2462,Employee_2462,Product,138691.0,Needs Improvement,2020
2463,Employee_2463,Operations,113606.0,Outstanding,2025
2464,Employee_2464,Product,65616.0,Exceeds Expectations,2024
2465,Employee_2465,Operations,105072.0,Needs Improvement,2023
2466,Employee_2466,HR,79574.0,Meets Expectations,2024
2467,Employee_2467,Finance,58430.0,Exceeds Expectations,2021
2468,Employee_2468,Finance,67676.0,Meets Expectations,2025
2469,Employee_2469,Sales,65816.0,Needs Improvement,2021
2470,Employee_2470,Engineering,,Needs Improvement,2020
2471,Employee_2471,Engineering,140680.0,Meets Expectations,2024
2472,Employee_2472,Product,57050.0,Needs Improvement,2018
2473,Employee_2473,Product,88933.0,Needs Improvement,2018
2474,Employee_2474,Product,79951.0,Exceeds Expectations,2019
2475,Employee_2475,Finance,87413.0,Outstanding,2022
2476,Employee_2476,Product,89801.0,Exceeds Expectations,2023
2477,Employee_2477,HR,110619.0,Exceeds Expectations,2025
2478,Employee_2478,Product,87913.0,Exceeds Expectations,2022
2479,Employee_2479,Marketing,95600.0,Exceeds Expectations,2024
2480,Employee_2480,Engineering,112775.0,Meets Expectations,2022
2481,Employee_2481,Marketing,90400.0,Meets Expectations,2019
2482,Employee_2482,Engineering,,Outstanding,2022
2483,Employee_2483,Marketing,135688.0,Needs Improvement,2025
2484,Employee_2484,Operations,144431.0,Needs Improvement,2020
2485,Employee_2485,Sales,129691.0,Exceeds Expectations,2019
2486,Employee_2486,Marketing,98001.0,Meets Expectations,2020
2487,Employee_2487,Marketing,122364.0,Meets Expectations,2024
2488,Employee_2488,Sales,100028.0,Outstanding,2019
2489,Employee_2489,Sales,92573.0,Needs Improvement,2024
2490,Employee_2490,HR,55806.0,Meets Expectations,2024
2491,Employee_2491,Operations,111638.0,Needs Improvement,2022
2492,Employee_2492,HR,84757.0,Exceeds Expectations,2020
2493,Employee_2493,Engineering,,Outstanding,2024
2494,Employee_2494,Engineering,135097.0,Outstanding,2020
2495,Employee_2495,Operations,103280.0,Outstanding,2020
2496,Employee_2496,Sales,79262.0,Meets Expectations,2019
2497,Employee_2497,HR,135435.0,Needs Improvement,2021
2498,Employee_2498,Finance,117211.0,Outstanding,2022
2499,Employee_2499,Marketing,109842.0,Meets Expectations,2024
2500,Employee_2500,Sales,111979.0,Needs Improvement,2020
2501,Employee_2501,Finance,136470.0,,2023
2502,Employee_2502,Engineering,93197.0,Outstanding,2021
2503,Employee_2503,Engineering,96844.0,,2024
2504,Employee_2504,Product,119754.0,Exceeds Expectations,2023
2505,Employee_2505,Product,89157.0,Exceeds Expectations,2022
2506,Employee_2506,Engineering,132129.0,Meets Expectations,2022
2507,Employee_2507,Sales,95042.0,Meets Expectations,2020
2508,Employee_2508,Product,116665.0,Outstanding,2020
2509,Employee_2509,HR,137856.0,Needs Improvement,2025
2510,Employee_2510,Operations,82376.0,Outstanding,2025
2511,Employee_2511,Marketing,110554.0,Needs Improvement,2024
2512,Employee_2512,Sales,69199.0,Outstanding,2019
2513,Employee_2513,Sales,136412.0,Outstanding,2021
2514,Employee_2514,Finance,105948.0,Outstanding,2024
2515,Employee_2515,Finance,128781.0,Meets Expectations,2021
2516,Employee_2516,Engineering,127750.0,Meets Expectations,2020
2517,Employee_2517,Sales,,Exceeds Expectations,2022
2518,Employee_2518,Sales,101600.0,Outstanding,2020
2519,Employee_2519,Product,131898.0,Outstanding,2022
2520,Employee_2520,Marketing,117483.0,Needs Improvement,2025
2521,Employee_2521,HR,73297.0,Outstanding,2024
2522,Employee_2522,Finance,85448.0,Meets Expectations,2025
2523,Employee_2523,Engineering,81172.0,Needs Improvement,2022
2524,Employee_2524,Sales,97874.0,,2020
2525,Employee_2525,Engineering,62657.0,Outstanding,2025
2526,Employee_2526,HR,139386.0,Needs Improvement,2018
2527,Employee_2527,Sales,80425.0,Needs Improvement,2021
2528,Employee_2528,Engineering,81685.0,Meets Expectations,2023
2529,Employee_2529,Operations,79578.0,Exceeds Expectations,2022
2530,Employee_2530,Marketing,83831.0,Meets Expectations,2022
2531,Employee_2531,Sales,62906.0,Needs Improvement,2018
2532,Employee_2532,Engineering,116413.0,Exceeds Expectations,2024
2533,Employee_2533,Engineering,109028.0,Exceeds Expectations,2024
2534,Employee_2534,Finance,62287.0,Needs Improvement,2024
2535,Employee_2535,Product,88660.0,Outstanding,2023
2536,Employee_2536,HR,130758.0,Needs Improvement,2019
2537,Employee_2537,Finance,115504.0,Exceeds Expectations,2018
2538,Employee_2538,Sales,114720.0,Needs Improvement,2023
2539,Employee_2539,Operations,89701.0,Needs Improvement,2025
2540,Employee_2540,Sales,138300.0,Outstanding,2018
2541,Employee_2541,Operations,72674.0,Needs Improvement,2022
2542,Employee_2542,Finance,138560.0,Meets Expectations,2021
2543,Employee_2543,Product,78874.0,Meets Expectations,2018
2544,Employee_2544,Engineering,98642.0,Outstanding,2019
2545,Employee_2545,Product,120160.0,Needs Improvement,2020
2546,Employee_2546,HR,72602.0,Needs Improvement,2025
2547,Employee_2547,Product,,Outstanding,2023
2548,Employee_2548,Sales,80931.0,Meets Expectations,2025
2549,Employee_2549,Marketing,84192.0,Exceeds Expectations,2025
2550,Employee_2550,Marketing,101542.0,Exceeds Expectations,2018
2551,Employee_2551,Marketing,97520.0,,2018
2552,Employee_2552,Engineering,119772.0,Exceeds Expectations,2019
2553,Employee_2553,Marketing,113762.0,Needs Improvement,2021
2554,Employee_2554,HR,105106.0,Exceeds Expectations,2018
2555,Employee_2555,Operations,136121.0,Outstanding,2018
2556,Employee_2556,Engineering,80559.0,Exceeds Expectations,2021
2557,Employee_2557,Product,88742.0,Outstanding,2019
2558,Employee_2558,Marketing,124669.0,Needs Improvement,2023
2559,Employee_2559,Operations,135199.0,Exceeds Expectations,2025
2560,Employee_2560,Finance,76754.0,Exceeds Expectations,2023
2561,Employee_2561,Sales,58972.0,Needs Improvement,2018
2562,Employee_2562,Marketing,125831.0,Exceeds Expectations,2021
2563,Employee_2563,Sales,96873.0,,2018
2564,Employee_2564,Marketing,64903.0,Needs Improvement,2024
2565,Employee_2565,Sales,58020.0,Outstanding,2020
2566,Employee_2566,Sales,96755.0,Needs Improvement,2023
2567,Employee_2567,Marketing,140956.0,Outstanding,2024
2568,Employee_2568,Marketing,141988.0,Exceeds Expectations,2022
2569,Employee_2569,Product,100648.0,Meets Expectations,2020
2570,Employee_2570,Sales,64516.0,Needs Improvement,2018
2571,Employee_2571,Operations,57396.0,Exceeds Expectations,2019
2572,Employee_2572,Sales,139082.0,Outstanding,2023
2573,Employee_2573,Marketing,74129.0,Exceeds Expectations,2022
2574,Employee_2574,Engineering,56591.0,Outstanding,2020
2575,Employee_2575,Marketing,66303.0,Needs Improvement,2023
2576,Employee_2576,Sales,85561.0,Outstanding,2021
2577,Employee_2577,Engineering,126719.0,Meets Expectations,2019
2578,Employee_2578,Engineering,141231.0,Meets Expectations,2020
2579,Employee_2579,Operations,62314.0,Outstanding,2021
2580,Employee_2580,Sales,74623.0,Outstanding,2024
2581,Employee_2581,Marketing,,Meets Expectations,2018
2582,Employee_2582,Finance,120082.0,Exceeds Expectations,2021
2583,Employee_2583,Product,138624.0,Meets Expectations,2020
2584,Employee_2584,HR,88130.0,Outstanding,2025
2585,Employee_2585,Operations,106756.0,Exceeds Expectations,2020
2586,Employee_2586,Engineering,81292.0,Needs Improvement,2025
2587,Employee_2587,Finance,141206.0,Meets Expectations,2024
2588,Employee_2588,Sales,124274.0,Outstanding,2018
2589,Employee_2589,Sales,57469.0,Outstanding,2025
2590,Employee_2590,Sales,108947.0,Needs Improvement,2025
2591,Employee_2591,Sales,77534.0,Exceeds Expectations,2021
2592,Employee_2592,Engineering,118620.0,Outstanding,2021
2593,Employee_2593,Engineering,,Meets Expectations,2018
2594,Employee_2594,Marketing,104708.0,Needs Improvement,2021
2595,Employee_2595,HR,129553.0,Needs Improvement,2023
2596,Employee_2596,Product,123344.0,Outstanding,2018
2597,Employee_2597,Finance,104138.0,Meets Expectations,2019
2598,Employee_2598,Product,109302.0,Meets Expectations,2025
2599,Employee_2599,HR,102638.0,Outstanding,2020
2600,Employee_2600,Engineering,133249.0,Outstanding,2019
2601,Employee_2601,Engineering,57719.0,Needs Improvement,2025
2602,Employee_2602,Engineering,77890.0,Meets Expectations,2023
2603,Employee_2603,HR,132236.0,Needs Improvement,2025
2604,Employee_2604,Product,91509.0,Outstanding,2025
2605,Employee_2605,Sales,,Exceeds Expectations,2025
2606,Employee_2606,HR,73787.0,Exceeds Expectations,2024
2607,Employee_2607,HR,103845.0,Outstanding,2023
2608,Employee_2608,Operations,112932.0,Outstanding,2022
2609,Employee_2609,Sales,88062.0,Meets Expectations,2022
2610,Employee_2610,Finance,130713.0,Outstanding,2022
2611,Employee_2611,Finance,142263.0,,2018
2612,Employee_2612,Product,115461.0,Needs Improvement,2021
2613,Employee_2613,HR,130418.0,Exceeds Expectations,2023
2614,Employee_2614,Operations,121672.0,Meets Expectations,2019
2615,Employee_2615,Finance,89832.0,Exceeds Expectations,2024
2616,Employee_2616,Marketing,86966.0,Outstanding,2019
2617,Employee_2617,Marketing,127545.0,Meets Expectations,2019
2618,Employee_2618,Finance,67987.0,Meets Expectations,2019
2619,Employee_2619,Product,92311.0,Outstanding,2024
2620,Employee_2620,Finance,86575.0,Meets Expectations,2022
2621,Employee_2621,Product,118852.0,Outstanding,2019
2622,Employee_2622,Finance,56007.0,Meets Expectations,2024
2623,Employee_2623,Operations,125981.0,Needs Improvement,2024
2624,Employee_2624,Sales,131242.0,Exceeds Expectations,2021
2625,Employee_2625,Marketing,102517.0,Meets Expectations,2024
2626,Employee_2626,Product,84257.0,Outstanding,2022
2627,Employee_2627,Finance,142272.0,Meets Expectations,2019
2628,Employee_2628,Operations,97207.0,Outstanding,2024
2629,Employee_2629,HR,68281.0,Outstanding,2018
2630,Employee_2630,Product,,Exceeds Expectations,2024
2631,Employee_2631,Operations,56435.0,Meets Expectations,2020
2632,Employee_2632,Operations,81660.0,Outstanding,2020
2633,Employee_2633,Finance,60084.0,Needs Improvement,2020
2634,Employee_2634,Finance,137197.0,Needs Improvement,2024
2635,Employee_2635,Marketing,68507.0,,2022
2636,Employee_2636,Finance,127595.0,Needs Improvement,2019
2637,Employee_2637,Finance,138807.0,Meets Expectations,2023
2638,Employee_2638,Operations,100539.0,Meets Expectations,2023
2639,Employee_2639,Marketing,62491.0,Meets Expectations,2023
2640,Employee_2640,Marketing,105192.0,Needs Improvement,2022
2641,Employee_2641,Finance,135395.0,Meets Expectations,2021
2642,Employee_2642,Operations,118888.0,Exceeds Expectations,2025
2643,Employee_2643,Finance,128609.0,Meets Expectations,2018
2644,Employee_2644,Finance,64077.0,Outstanding,2018
2645,Employee_2645,HR,75953.0,Needs Improvement,2020
2646,Employee_2646,Sales,131919.0,Meets Expectations,2020
2647,Employee_2647,HR,122889.0,,2024
2648,Employee_2648,Engineering,78821.0,Needs Improvement,2023
2649,Employee_2649,Engineering,92567.0,Needs Improvement,2024
2650,Employee_2650,Engineering,79860.0,Outstanding,2025
2651,Employee_2651,Sales,76195.0,Outstanding,2023
2652,Employee_2652,Finance,,Meets Expectations,2020
2653,Employee_2653,Marketing,142266.0,Meets Expectations,2019
2654,Employee_2654,Finance,76427.0,Meets Expectations,2021
2655,Employee_2655,Marketing,82083.0,Meets Expectations,2024
2656,Employee_2656,HR,142046.0,Exceeds Expectations,2021
2657,Employee_2657,Operations,112372.0,Exceeds Expectations,2021
2658,Employee_2658,HR,99064.0,Exceeds Expectations,2021
2659,Employee_2659,Product,62813.0,Exceeds Expectations,2020
2660,Employee_2660,Operations,86598.0,Needs Improvement,2018
2661,Employee_2661,Product,82082.0,Needs Improvement,2020
2662,Employee_2662,Marketing,84241.0,Exceeds Expectations,2021
2663,Employee_2663,Sales,99569.0,Exceeds Expectations,2020
2664,Employee_2664,Finance,66745.0,Outstanding,2021
2665,Employee_2665,Sales,81029.0,Outstanding,2022
2666,Employee_2666,Sales,68025.0,Needs Improvement,2023
2667,Employee_2667,Sales,69288.0,Needs Improvement,2018
2668,Employee_2668,HR,144186.0,Exceeds Expectations,2022
2669,Employee_2669,Engineering,61540.0,Exceeds Expectations,2019
2670,Employee_2670,HR,136958.0,Outstanding,2020
2671,Employee_2671,HR,123878.0,Needs Improvement,2019
